x;od poczatku;od konca
1,21814;2,96E-17;1,69E-18
1,21657;2,96E-17;1,83E-18
1,215;3,00E-17;1,94E-18
1,21343;3,07E-17;1,92E-18
1,21186;2,91E-17;1,86E-18
1,21029;2,75E-17;1,28E-18
1,20872;2,91E-17;2,11E-18
1,20715;2,96E-17;2,05E-18
1,20558;2,71E-17;1,83E-18
1,20401;2,71E-17;2,00E-18
1,20244;2,81E-17;2,14E-18
1,20087;2,83E-17;1,78E-18
1,1993;2,83E-17;2,00E-18
1,19773;3,09E-17;2,19E-18
1,19616;2,93E-17;2,14E-18
1,19459;2,69E-17;1,97E-18
1,19302;3,00E-17;2,41E-18
1,19145;2,99E-17;2,36E-18
1,18988;2,57E-17;2,33E-18
1,18831;2,61E-17;1,89E-18
1,18674;2,79E-17;1,58E-18
1,18517;2,77E-17;1,19E-18
1,1836;2,81E-17;1,11E-18
1,18203;2,90E-17;9,16E-19
1,18046;3,04E-17;1,05E-18
1,17889;2,72E-17;7,49E-19
1,17732;2,92E-17;9,99E-19
1,17575;2,89E-17;1,03E-18
1,17418;2,66E-17;9,16E-19
1,17261;2,64E-17;9,16E-19
1,17104;2,73E-17;1,11E-18
1,16947;2,84E-17;9,71E-19
1,1679;2,75E-17;1,14E-18
1,16633;3,02E-17;8,33E-19
1,16476;3,08E-17;1,05E-18
1,16319;2,55E-17;9,44E-19
1,16162;2,77E-17;8,88E-19
1,16005;2,87E-17;1,19E-18
1,15848;2,45E-17;9,71E-19
1,15691;2,65E-17;1,08E-18
1,15534;2,54E-17;9,71E-19
1,15377;2,70E-17;1,05E-18
1,1522;2,84E-17;8,33E-19
1,15063;2,45E-17;8,33E-19
1,14906;2,78E-17;9,44E-19
1,14749;2,58E-17;9,44E-19
1,14592;2,56E-17;7,77E-19
1,14435;2,72E-17;1,08E-18
1,14278;2,53E-17;9,71E-19
1,14121;2,45E-17;1,03E-18
1,13964;2,41E-17;1,11E-18
1,13807;2,62E-17;6,38E-19
1,1365;2,76E-17;9,44E-19
1,13493;2,79E-17;8,88E-19
1,13336;2,37E-17;1,05E-18
1,13179;1,57E-17;9,85E-19
1,13022;1,37E-17;9,44E-19
1,12865;1,32E-17;7,63E-19
1,12708;1,34E-17;4,72E-19
1,12551;1,26E-17;7,36E-19
1,12394;1,30E-17;5,83E-19
1,12237;1,33E-17;5,27E-19
1,1208;1,22E-17;4,16E-19
1,11923;1,21E-17;4,86E-19
1,11766;1,24E-17;5,13E-19
1,11609;1,28E-17;5,13E-19
1,11452;1,19E-17;6,38E-19
1,11295;1,28E-17;5,69E-19
1,11138;1,30E-17;4,02E-19
1,10981;1,19E-17;4,16E-19
1,10824;1,27E-17;4,72E-19
1,10667;1,29E-17;3,47E-19
1,1051;1,16E-17;2,50E-19
1,10353;1,18E-17;4,16E-19
1,10196;1,19E-17;4,58E-19
1,10039;1,25E-17;4,86E-19
1,09882;1,23E-17;4,02E-19
1,09725;1,20E-17;5,13E-19
1,09568;1,19E-17;4,58E-19
1,09411;1,15E-17;4,58E-19
1,09254;1,19E-17;5,13E-19
1,09097;1,14E-17;4,86E-19
1,0894;1,09E-17;2,91E-19
1,08783;1,14E-17;2,08E-19
1,08626;1,19E-17;1,67E-19
1,08469;1,21E-17;2,08E-19
1,08312;1,17E-17;2,36E-19
1,08155;1,14E-17;1,80E-19
1,07998;1,17E-17;2,78E-19
1,07841;1,10E-17;2,22E-19
1,07684;1,19E-17;2,22E-19
1,07527;1,06E-17;3,05E-19
1,0737;1,10E-17;1,67E-19
1,07213;1,21E-17;3,89E-19
1,07056;1,12E-17;2,08E-19
1,06899;1,16E-17;1,94E-19
1,06742;1,08E-17;2,08E-19
1,06585;1,09E-17;2,08E-19
1,06428;9,46E-18;2,91E-19
1,06271;5,33E-18;2,15E-19
1,06114;4,61E-17;4,52E-17
1,05957;5,24E-17;5,23E-17
1,058;5,33E-17;5,28E-17
1,05643;5,32E-17;5,27E-17
1,05486;5,28E-17;5,23E-17
1,05329;5,29E-17;5,25E-17
1,05172;5,31E-17;5,31E-17
1,05015;5,28E-17;5,27E-17
1,04858;5,28E-17;5,25E-17
1,04701;5,33E-17;5,28E-17
1,04544;5,38E-17;5,35E-17
1,04387;5,36E-17;5,31E-17
1,0423;5,30E-17;5,29E-17
1,04073;5,37E-17;5,34E-17
1,03916;5,35E-17;5,37E-17
1,03759;5,39E-17;5,35E-17
1,03602;5,28E-17;5,32E-17
1,03445;5,39E-17;5,36E-17
1,03288;5,43E-17;5,39E-17
1,03131;5,42E-17;5,38E-17
1,02974;5,37E-17;5,35E-17
1,02817;5,40E-17;5,40E-17
1,0266;5,44E-17;5,44E-17
1,02503;5,41E-17;5,41E-17
1,02346;5,40E-17;5,39E-17
1,02189;5,42E-17;5,42E-17
1,02032;5,47E-17;5,46E-17
1,01875;5,46E-17;5,44E-17
1,01718;5,43E-17;5,42E-17
1,01561;5,47E-17;5,46E-17
1,01404;5,51E-17;5,50E-17
1,01247;5,49E-17;5,48E-17
1,0109;5,46E-17;5,45E-17
1,00933;5,50E-17;5,50E-17
1,00776;5,52E-17;5,52E-17
1,00619;5,54E-17;5,54E-17
1,00462;5,47E-17;5,48E-17
1,00305;5,57E-17;5,56E-17
1,00148;5,54E-17;5,54E-17
0,99991;5,36E-17;5,36E-17
0,99834;2,77E-17;2,77E-17
0,99677;2,79E-17;2,79E-17
0,9952;2,78E-17;2,78E-17
0,99363;2,80E-17;2,80E-17
0,99206;2,79E-17;2,79E-17
0,99049;2,81E-17;2,81E-17
0,98892;2,80E-17;2,80E-17
0,98735;2,82E-17;2,81E-17
0,98578;2,81E-17;2,81E-17
0,98421;2,83E-17;2,82E-17
0,98264;2,82E-17;2,81E-17
0,98107;2,85E-17;2,84E-17
0,9795;2,84E-17;2,83E-17
0,97793;2,87E-17;2,84E-17
0,97636;2,86E-17;2,84E-17
0,97479;2,86E-17;2,85E-17
0,97322;2,86E-17;2,85E-17
0,97165;2,87E-17;2,86E-17
0,97008;2,88E-17;2,86E-17
0,96851;2,90E-17;2,86E-17
0,96694;2,93E-17;2,88E-17
0,96537;2,95E-17;2,88E-17
0,9638;2,92E-17;2,88E-17
0,96223;2,95E-17;2,89E-17
0,96066;2,95E-17;2,89E-17
0,95909;2,91E-17;2,88E-17
0,95752;2,93E-17;2,89E-17
0,95595;2,97E-17;2,91E-17
0,95438;2,98E-17;2,90E-17
0,95281;2,96E-17;2,92E-17
0,95124;2,93E-17;2,91E-17
0,94967;2,95E-17;2,94E-17
0,9481;2,97E-17;2,93E-17
0,94653;2,98E-17;2,94E-17
0,94496;2,99E-17;2,92E-17
0,94339;2,97E-17;2,94E-17
0,94182;2,98E-17;2,94E-17
0,94025;3,02E-17;2,95E-17
0,93868;3,06E-17;2,95E-17
0,93711;2,63E-17;2,25E-17
0,93554;1,12E-17;1,67E-19
0,93397;1,05E-17;1,39E-19
0,9324;1,10E-17;2,22E-19
0,93083;1,10E-17;2,50E-19
0,92926;1,15E-17;1,39E-19
0,92769;1,18E-17;2,36E-19
0,92612;1,12E-17;1,67E-19
0,92455;1,14E-17;2,64E-19
0,92298;1,10E-17;3,19E-19
0,92141;1,10E-17;2,50E-19
0,91984;1,10E-17;1,94E-19
0,91827;1,07E-17;3,05E-19
0,9167;1,18E-17;2,50E-19
0,91513;1,19E-17;1,53E-19
0,91356;1,18E-17;2,22E-19
0,91199;1,17E-17;5,83E-19
0,91042;1,14E-17;5,69E-19
0,90885;1,20E-17;5,69E-19
0,90728;1,22E-17;3,47E-19
0,90571;1,10E-17;4,44E-19
0,90414;1,23E-17;3,61E-19
0,90257;1,14E-17;6,80E-19
0,901;1,29E-17;4,30E-19
0,89943;1,28E-17;3,89E-19
0,89786;1,27E-17;5,83E-19
0,89629;1,21E-17;5,83E-19
0,89472;1,16E-17;6,11E-19
0,89315;1,23E-17;5,41E-19
0,89158;1,23E-17;5,55E-19
0,89001;1,18E-17;4,72E-19
0,88844;1,29E-17;3,61E-19
0,88687;1,21E-17;5,69E-19
0,8853;1,29E-17;5,69E-19
0,88373;1,40E-17;6,25E-19
0,88216;1,49E-17;5,41E-19
0,88059;2,54E-17;3,61E-19
0,87902;2,70E-17;5,55E-19
0,87745;2,58E-17;8,33E-19
0,87588;2,37E-17;8,60E-19
0,87431;2,37E-17;9,44E-19
0,87274;2,69E-17;9,71E-19
0,87117;2,73E-17;7,49E-19
0,8696;2,46E-17;8,33E-19
0,86803;2,64E-17;9,44E-19
0,86646;2,67E-17;6,38E-19
0,86489;2,94E-17;7,77E-19
0,86332;2,58E-17;8,05E-19
0,86175;2,68E-17;8,60E-19
0,86018;2,40E-17;8,60E-19
0,85861;2,50E-17;1,22E-18
0,85704;2,50E-17;9,71E-19
0,85547;2,88E-17;9,16E-19
0,8539;2,61E-17;8,60E-19
0,85233;2,63E-17;9,16E-19
0,85076;2,91E-17;1,17E-18
0,84919;2,74E-17;6,94E-19
0,84762;2,91E-17;9,99E-19
0,84605;2,65E-17;7,77E-19
0,84448;2,58E-17;1,03E-18
0,84291;2,50E-17;9,71E-19
0,84134;2,66E-17;1,17E-18
0,83977;2,99E-17;9,71E-19
0,8382;2,60E-17;7,77E-19
0,83663;2,76E-17;8,60E-19
0,83506;2,99E-17;9,71E-19
0,83349;2,65E-17;8,88E-19
0,83192;2,77E-17;1,67E-18
0,83035;2,80E-17;1,86E-18
0,82878;2,65E-17;1,97E-18
0,82721;2,65E-17;2,03E-18
0,82564;2,78E-17;1,94E-18
0,82407;2,92E-17;2,11E-18
0,8225;2,62E-17;1,89E-18
0,82093;2,70E-17;2,14E-18
0,81936;3,16E-17;1,72E-18
0,81779;2,87E-17;1,94E-18
0,81622;2,82E-17;2,30E-18
0,81465;2,80E-17;1,72E-18
0,81308;2,77E-17;2,11E-18
0,81151;2,79E-17;2,11E-18
0,80994;2,91E-17;1,97E-18
0,80837;2,95E-17;2,19E-18
0,8068;2,92E-17;2,19E-18
0,80523;2,67E-17;1,80E-18
0,80366;3,18E-17;1,58E-18
0,80209;3,11E-17;2,39E-18
0,80052;2,84E-17;2,16E-18
0,79895;2,90E-17;2,05E-18
0,79738;2,87E-17;1,69E-18
0,79581;3,05E-17;1,72E-18
0,79424;2,97E-17;1,55E-18
0,79267;3,31E-17;2,08E-18
0,7911;2,89E-17;1,72E-18
0,78953;3,02E-17;1,92E-18
0,78796;3,28E-17;1,72E-18
0,78639;3,07E-17;2,80E-18
0,78482;2,91E-17;2,30E-18
0,78325;2,80E-17;2,11E-18
0,78168;3,06E-17;2,41E-18
0,78011;3,10E-17;2,25E-18
0,77854;3,39E-17;1,92E-18
0,77697;5,79E-17;1,78E-18
0,7754;5,77E-17;2,39E-18
0,77383;5,51E-17;2,44E-18
0,77226;6,12E-17;2,50E-18
0,77069;6,58E-17;2,44E-18
0,76912;5,60E-17;3,28E-18
0,76755;6,36E-17;3,33E-18
0,76598;6,21E-17;3,94E-18
0,76441;6,55E-17;3,72E-18
0,76284;5,77E-17;4,33E-18
0,76127;6,10E-17;3,33E-18
0,7597;6,24E-17;4,05E-18
0,75813;6,19E-17;4,05E-18
0,75656;6,68E-17;3,77E-18
0,75499;6,67E-17;3,66E-18
0,75342;6,14E-17;3,50E-18
0,75185;6,12E-17;3,22E-18
0,75028;6,34E-17;4,16E-18
0,74871;6,08E-17;4,66E-18
0,74714;6,00E-17;4,44E-18
0,74557;6,02E-17;4,27E-18
0,744;6,52E-17;4,77E-18
0,74243;6,91E-17;3,72E-18
0,74086;6,68E-17;4,55E-18
0,73929;6,00E-17;4,27E-18
0,73772;6,13E-17;3,55E-18
0,73615;6,11E-17;4,05E-18
0,73458;6,44E-17;3,72E-18
0,73301;5,85E-17;4,94E-18
0,73144;6,16E-17;4,27E-18
0,72987;6,54E-17;4,05E-18
0,7283;6,78E-17;5,16E-18
0,72673;7,31E-17;4,72E-18
0,72516;6,48E-17;4,88E-18
0,72359;6,21E-17;3,89E-18
0,72202;5,96E-17;4,94E-18
0,72045;6,49E-17;4,39E-18
0,71888;6,31E-17;4,50E-18
0,71731;6,33E-17;4,00E-18
0,71574;6,67E-17;5,11E-18
0,71417;7,01E-17;4,22E-18
0,7126;7,57E-17;4,33E-18
0,71103;6,89E-17;5,16E-18
0,70946;6,41E-17;4,33E-18
0,70789;6,65E-17;3,83E-18
0,70632;6,51E-17;5,11E-18
0,70475;6,51E-17;4,66E-18
0,70318;6,69E-17;4,55E-18
0,70161;7,60E-17;4,11E-18
0,70004;7,48E-17;5,11E-18
0,69847;6,36E-17;4,94E-18
0,6969;6,36E-17;4,27E-18
0,69533;6,42E-17;4,44E-18
0,69376;6,79E-17;4,55E-18
0,69219;6,12E-17;4,00E-18
0,69062;7,51E-17;4,33E-18
0,68905;6,83E-17;4,39E-18
0,68748;7,76E-17;4,55E-18
0,68591;7,02E-17;6,38E-18
0,68434;6,68E-17;8,27E-18
0,68277;6,51E-17;7,33E-18
0,6812;6,84E-17;8,88E-18
0,67963;6,67E-17;8,60E-18
0,67806;6,98E-17;7,16E-18
0,67649;6,84E-17;8,22E-18
0,67492;7,76E-17;8,60E-18
0,67335;7,34E-17;8,10E-18
0,67178;7,07E-17;8,94E-18
0,67021;7,12E-17;9,05E-18
0,66864;7,02E-17;9,71E-18
0,66707;6,56E-17;9,05E-18
0,6655;6,86E-17;9,27E-18
0,66393;8,13E-17;8,94E-18
0,66236;8,14E-17;7,72E-18
0,66079;8,34E-17;8,88E-18
0,65922;7,07E-17;9,94E-18
0,65765;6,68E-17;9,77E-18
0,65608;7,08E-17;9,38E-18
0,65451;7,11E-17;9,38E-18
0,65294;7,00E-17;9,10E-18
0,65137;7,81E-17;9,77E-18
0,6498;8,65E-17;9,55E-18
0,64823;7,41E-17;9,27E-18
0,64666;7,20E-17;9,21E-18
0,64509;7,10E-17;9,49E-18
0,64352;6,84E-17;9,99E-18
0,64195;7,01E-17;8,99E-18
0,64038;7,92E-17;8,49E-18
0,63881;7,73E-17;9,44E-18
0,63724;7,63E-17;8,66E-18
0,63567;7,39E-17;9,71E-18
0,6341;6,98E-17;9,83E-18
0,63253;7,77E-17;8,99E-18
0,63096;7,09E-17;8,60E-18
0,62939;7,64E-17;9,55E-18
0,62782;8,89E-17;9,33E-18
0,62625;7,51E-17;9,44E-18
0,62468;7,44E-17;9,94E-18
0,62311;7,32E-17;8,88E-18
0,62154;7,54E-17;9,38E-18
0,61997;7,23E-17;9,38E-18
0,6184;7,96E-17;9,77E-18
0,61683;9,15E-17;8,66E-18
0,61526;6,96E-17;8,77E-18
0,61369;7,27E-17;1,05E-17
0,61212;7,31E-17;9,49E-18
0,61055;7,64E-17;1,05E-17
0,60898;7,71E-17;1,00E-17
0,60741;7,92E-17;8,72E-18
0,60584;1,16E-16;8,72E-18
0,60427;1,44E-16;9,33E-18
0,6027;1,57E-16;9,99E-18
0,60113;1,67E-16;9,44E-18
0,59956;1,63E-16;1,04E-17
0,59799;1,58E-16;9,10E-18
0,59642;1,44E-16;9,10E-18
0,59485;1,48E-16;8,66E-18
0,59328;1,51E-16;9,33E-18
0,59171;1,66E-16;8,44E-18
0,59014;1,51E-16;1,07E-17
0,58857;1,59E-16;1,01E-17
0,587;1,47E-16;9,44E-18
0,58543;1,54E-16;9,44E-18
0,58386;1,51E-16;9,55E-18
0,58229;1,67E-16;8,33E-18
0,58072;1,72E-16;9,21E-18
0,57915;1,55E-16;9,99E-18
0,57758;1,66E-16;1,90E-17
0,57601;1,62E-16;1,75E-17
0,57444;1,47E-16;1,89E-17
0,57287;1,62E-16;1,93E-17
0,5713;1,80E-16;1,93E-17
0,56973;1,61E-16;1,92E-17
0,56816;1,54E-16;1,69E-17
0,56659;1,67E-16;1,81E-17
0,56502;1,53E-16;1,90E-17
0,56345;1,56E-16;1,89E-17
0,56188;1,83E-16;2,05E-17
0,56031;1,57E-16;1,57E-17
0,55874;1,59E-16;1,75E-17
0,55717;1,57E-16;1,64E-17
0,5556;1,56E-16;1,65E-17
0,55403;1,58E-16;1,73E-17
0,55246;1,84E-16;1,78E-17
0,55089;1,56E-16;2,08E-17
0,54932;1,63E-16;1,84E-17
0,54775;1,50E-16;1,90E-17
0,54618;1,60E-16;2,00E-17
0,54461;1,70E-16;1,82E-17
0,54304;2,01E-16;1,78E-17
0,54147;1,61E-16;1,89E-17
0,5399;1,76E-16;1,78E-17
0,53833;1,65E-16;1,73E-17
0,53676;1,57E-16;1,82E-17
0,53519;1,69E-16;1,84E-17
0,53362;1,90E-16;1,99E-17
0,53205;1,63E-16;1,77E-17
0,53048;1,64E-16;1,82E-17
0,52891;1,64E-16;2,02E-17
0,52734;1,83E-16;1,72E-17
0,52577;1,76E-16;1,95E-17
0,5242;1,70E-16;1,77E-17
0,52263;1,73E-16;1,80E-17
0,52106;1,69E-16;1,69E-17
0,51949;1,74E-16;2,04E-17
0,51792;1,84E-16;1,67E-17
0,51635;1,63E-16;1,94E-17
0,51478;1,78E-16;1,74E-17
0,51321;1,73E-16;1,74E-17
0,51164;1,64E-16;1,99E-17
0,51007;1,92E-16;2,13E-17
0,5085;1,69E-16;2,14E-17
0,50693;1,65E-16;2,14E-17
0,50536;1,83E-16;2,26E-17
0,50379;1,68E-16;2,04E-17
0,50222;1,88E-16;1,98E-17
0,50065;1,76E-16;1,98E-17
0,49908;1,84E-16;2,20E-17
0,49751;1,78E-16;1,73E-17
0,49594;1,86E-16;1,94E-17
0,49437;1,84E-16;1,92E-17
0,4928;1,70E-16;1,99E-17
0,49123;1,68E-16;1,95E-17
0,48966;1,72E-16;1,91E-17
0,48809;1,64E-16;1,99E-17
0,48652;1,80E-16;2,18E-17
0,48495;1,88E-16;1,88E-17
0,48338;1,80E-16;1,85E-17
0,48181;1,88E-16;1,81E-17
0,48024;1,90E-16;1,78E-17
0,47867;1,77E-16;1,99E-17
0,4771;1,80E-16;1,81E-17
0,47553;1,72E-16;1,75E-17
0,47396;1,74E-16;2,02E-17
0,47239;1,84E-16;1,74E-17
0,47082;1,93E-16;1,90E-17
0,46925;1,91E-16;1,82E-17
0,46768;1,93E-16;1,85E-17
0,46611;1,84E-16;1,99E-17
0,46454;1,91E-16;1,84E-17
0,46297;1,96E-16;2,04E-17
0,4614;1,89E-16;2,11E-17
0,45983;1,82E-16;1,90E-17
0,45826;2,00E-16;1,74E-17
0,45669;1,80E-16;2,05E-17
0,45512;1,83E-16;1,90E-17
0,45355;1,83E-16;1,81E-17
0,45198;2,07E-16;1,82E-17
0,45041;1,92E-16;1,65E-17
0,44884;1,78E-16;1,98E-17
0,44727;1,84E-16;1,75E-17
0,4457;1,98E-16;1,68E-17
0,44413;1,95E-16;1,81E-17
0,44256;1,78E-16;1,93E-17
0,44099;1,79E-16;2,07E-17
0,43942;2,22E-16;1,75E-17
0,43785;1,94E-16;1,97E-17
0,43628;1,91E-16;1,97E-17
0,43471;1,85E-16;1,91E-17
0,43314;2,32E-16;2,07E-17
0,43157;1,91E-16;1,98E-17
